Time,DO_1,Temp_1,Flow_1,P_1,DO_2,Temp_1,Flow_2,P_2
2022/02/28 13:57:23,4.276067995239112,25.69828424939726,-0.04262630085146642,-25.764958647419675,4.622641071810053,23.15070650349437,-0.013750419629505295,-91.96697897274697
2022/02/28 13:57:25,4.277630542924284,25.69328409680471,-0.005250160222174749,-25.952464369640182,4.613265785699027,23.138206122013,0.014750450148014772,-91.86072573015534
2022/02/28 13:57:30,4.250129703665273,25.66078310495315,0.04800146488845485,-26.527481917783135,4.574202093569751,23.115705435346538,-0.019250587481307414,-92.19823603015229
2022/02/28 13:57:35,4.208565935239723,25.66203314310129,0.0043751335184789575,-26.271224097415086,4.543263649403364,23.10320505386517,-0.020375621814630575,-92.44824365977965
2022/02/28 13:57:40,4.177627491073336,25.637032380138557,-0.04450135807367168,-26.414978484450828,4.504199957274087,23.0907046723838,0.03325101474044008,-92.41074251533556
2022/02/28 13:57:45,4.145751518295847,25.627032074953462,0.03750114444410535,-26.2649739066744,4.464511246070742,23.064453871272928,-0.019875606555375836,-92.31698965422528
2022/02/28 13:57:50,4.118250679036836,25.602031311990725,-0.03900119022186956,-26.214972380748918,4.433885311441389,23.040703146458327,-0.011500350962858974,-92.65449995422225
2022/02/28 13:57:55,4.098250068666647,25.56953032013917,-0.03775115207373272,-25.308694723349717,4.39388409070101,23.0294528031251,0.02450074770348216,-92.94200872829371
2022/02/28 13:58:00,4.066999114963226,25.552029786065248,0.039501205481124305,-26.058717612231803,4.354195379497665,23.02070253608814,0.012875392925809505,-92.88575701162756
2022/02/28 13:58:05,4.046998504593036,25.540779442732017,-0.02200067140720847,-25.596203497421172,4.3191943113498334,22.995701773125404,-0.009375286111026337,-92.92325815607165
2022/02/28 13:58:10,4.0282479323709826,25.513278603473005,-0.04450135807367168,-25.539951780755032,4.284193243202002,22.979451277199622,0.01712552262947478,-92.79200415051727
2022/02/28 13:58:15,4.008247322000794,25.49702810754723,0.01887557603686636,-26.15872066408275,4.244817041535692,22.966950895718256,0.00637519455549791,-92.8670064394055
2022/02/28 13:58:20,3.989496749778741,25.48452772606586,0.047001434369945375,-26.3462263863033,4.204815820795313,22.94195013275552,0.002000061037018952,-93.21076693014314
2022/02/28 13:58:25,3.968246101260415,25.487027802362128,0.04250129703665273,-26.339976195562613,4.165439619129002,22.919449446089054,-0.013750419629505295,-93.3795220801416
2022/02/28 13:58:30,3.948245490890225,25.48952787865841,-0.04450135807367168,-26.446229438154248,4.134813684499649,22.908199102755823,0.037876155888546405,-93.3795220801416
2022/02/28 13:58:35,3.935432599871822,25.49202795495468,-0.04400134281441694,-26.308725241859193,4.09481246375927,22.88319833979309,0.03312601092562639,-93.31076998199407
2022/02/28 13:58:40,3.927932370983002,25.49702810754723,0.006625202185125278,-26.446229438154248,4.055748771629993,22.86944792016358,0.012000366222113713,-93.41077303384503
2022/02/28 13:58:45,3.9185570848719746,25.478277535325176,0.04825147251808222,-26.527481917783135,4.025435346537675,22.848197271645255,-0.02225067903683584,-93.46077455977051
2022/02/28 13:58:50,3.9173070467238382,25.499528183843502,-0.04412634662923062,-26.77748954741051,3.994809411908322,22.83569689016388,0.03400103762932219,-93.64828028199102
